sample	target	metric	count	percent
barcode01	lpa5104	reads_found	452468	100.00
barcode01	lpa5104	reads_unmapped	0	0.00
barcode01	lpa5104	reads_secondary	0	0.00
barcode01	lpa5104	reads_supplementary	14955	3.31
barcode01	lpa5104	reads_on_target	437513	96.69
barcode01	lpa5104	reads_concatamer	18865	4.17
barcode01	lpa5104	reads_short	36267	8.02
barcode01	lpa5104	reads_long	312	0.07
barcode01	lpa5104	reads_filtered	382069	84.44
